id,title,date,thumbnail,views,likes,dislikes,comments
UMXc1UWLBs4,Nate Berkus and Jeremiah Brent Reveal What's In Their Closet | Architectural Digest,2015-09-08T10:00:38.000Z,https://i.ytimg.com/vi/UMXc1UWLBs4/default.jpg,531502,3732,138,138
rRoZhJWY0ys,Nate Berkus and Jeremiah Brent Debate How To Style Their NYC Apartment | Architectural Digest,2015-09-08T10:00:38.000Z,https://i.ytimg.com/vi/rRoZhJWY0ys/default.jpg,317322,2791,91,72
dG_1bCiY5gU,"ADVERTISEMENT: Marvin Architects Challenge 2015, Part 1",2015-08-21T16:30:39.000Z,https://i.ytimg.com/vi/dG_1bCiY5gU/default.jpg,15701,127,3,2
wp7LsC6psgc,"ADVERTISEMENT: Marvin Architects Challenge 2015, Part 2",2015-08-21T16:29:33.000Z,https://i.ytimg.com/vi/wp7LsC6psgc/default.jpg,4791,36,0,0
2p79qY5URJc,AD Celebrates Its 2015 September Style Issue at Jams in New York,2015-08-13T21:59:02.000Z,https://i.ytimg.com/vi/2p79qY5URJc/default.jpg,5890,33,1,0
baMbABv0B0c,Exclusive Sneak Peek of Ralph Lauren Home’s West Village Collection | Architectural Digest,2015-08-04T21:40:26.000Z,https://i.ytimg.com/vi/baMbABv0B0c/default.jpg,267203,1932,93,75
i0QWCb6Hfhk,See How Robert Verdi’s Passions for Fashion and Art Have Come Together,2015-08-04T21:29:44.000Z,https://i.ytimg.com/vi/i0QWCb6Hfhk/default.jpg,9466,121,12,4
UDfEAFHX5u8,2014 AD100: What It Means to Be Named to the AD100,2015-08-04T21:21:26.000Z,https://i.ytimg.com/vi/UDfEAFHX5u8/default.jpg,524,3,0,0
kbzSf1b6lXQ,AD100 CAREER ADVICE,2015-08-04T21:19:51.000Z,https://i.ytimg.com/vi/kbzSf1b6lXQ/default.jpg,895,19,0,0
KIsiyei0TkA,AD Innovators - Part 2: Materials & Transformation,2015-08-04T21:18:36.000Z,https://i.ytimg.com/vi/KIsiyei0TkA/default.jpg,638,3,0,0
UC-PedbMiqU,Alexa Hampton’s Renovation Tips,2015-08-04T21:17:43.000Z,https://i.ytimg.com/vi/UC-PedbMiqU/default.jpg,46585,363,10,6
hKFsXAkrs5w,AD Innovators - Part 1: Innovation & Inspiration,2015-08-04T21:16:38.000Z,https://i.ytimg.com/vi/hKFsXAkrs5w/default.jpg,499,3,1,0
lhsUOD63Gjc,Bronson van Wyck Shows How to Arrange Dahlias,2015-08-04T21:15:08.000Z,https://i.ytimg.com/vi/lhsUOD63Gjc/default.jpg,19177,332,5,8
fopqwtp2iSs,Mixing a Perfect Dark and Stormy,2015-08-04T21:14:15.000Z,https://i.ytimg.com/vi/fopqwtp2iSs/default.jpg,1850,16,1,1
QCtn8sLNAEw,An Interview with Event Designer Bronson van Wyck,2015-08-04T21:13:17.000Z,https://i.ytimg.com/vi/QCtn8sLNAEw/default.jpg,2595,22,2,0
YeBejPcOOY8,Bronson van Wyck on Designing AD’s Dinner Honoring the late Bunny Mellon,2015-08-04T21:13:06.000Z,https://i.ytimg.com/vi/YeBejPcOOY8/default.jpg,8859,88,0,1
6psyYYkE4jo,Margaret Russell on Creating the September 2014 Issue of Architectural Digest,2015-08-04T21:09:16.000Z,https://i.ytimg.com/vi/6psyYYkE4jo/default.jpg,5884,19,0,2
hb6WRdjK70I,AD Visits Konstantin Kakanias to Talk About his New Fabric Collection with Michael S. Smith,2015-08-04T21:08:46.000Z,https://i.ytimg.com/vi/hb6WRdjK70I/default.jpg,1244,11,0,0
teyUom7iH8w,Inside Carolina Herrera's Beverly Hills Boutique | Architectural Digest,2015-08-04T21:06:57.000Z,https://i.ytimg.com/vi/teyUom7iH8w/default.jpg,140023,932,38,18
FD2TeK3gV8k,Margaret Russell in Conversation with Peter Marino and Michael Shvo at Design Miami,2015-08-04T21:05:53.000Z,https://i.ytimg.com/vi/FD2TeK3gV8k/default.jpg,5813,25,4,1
QVC6zNCQQWA,AD100: Debut Performances,2015-08-04T21:04:37.000Z,https://i.ytimg.com/vi/QVC6zNCQQWA/default.jpg,291,5,0,0
6x9AKzfBdqQ,AD100: The Highs and Lows of a Design Career,2015-08-04T21:04:07.000Z,https://i.ytimg.com/vi/6x9AKzfBdqQ/default.jpg,376,3,0,0
Oi-WdPBZLVk,Inside AD100 Designer Jamie Drake's New Apartment in NYC | Celebrity Homes | Architectural Digest,2015-08-04T21:00:52.000Z,https://i.ytimg.com/vi/Oi-WdPBZLVk/default.jpg,419648,2672,134,79
QOmBkbOP7fY,2012 AD100 - Conversations: How did you begin your career in design?,2015-08-04T20:57:55.000Z,https://i.ytimg.com/vi/QOmBkbOP7fY/default.jpg,286,2,0,0
OA37ptaokRg,Madeline Stuart’s Inspiration for the 2013 Oscar® Greenroom,2015-08-04T20:56:54.000Z,https://i.ytimg.com/vi/OA37ptaokRg/default.jpg,1647,14,0,0
Ba4yuJgvGjw,Inside Ralph Rucci's Workshop,2015-08-04T20:49:34.000Z,https://i.ytimg.com/vi/Ba4yuJgvGjw/default.jpg,4766,72,1,1
uto0NCXZVnI,Tommy Hilfiger Gives a Tour of His Miami Fun House | Architectural Digest,2015-08-04T20:48:38.000Z,https://i.ytimg.com/vi/uto0NCXZVnI/default.jpg,1073917,7582,639,345
srDfS_Xw8YI,Inside Timothy Corrigan’s Château du Grand-Lucé | Architectural Digest,2015-08-04T20:46:34.000Z,https://i.ytimg.com/vi/srDfS_Xw8YI/default.jpg,972216,12402,362,490
qLRs4s2MJt4,Inside John Mellencamp's South Carolina Home | Celebrity Homes | Architectural Digest,2015-08-04T20:40:56.000Z,https://i.ytimg.com/vi/qLRs4s2MJt4/default.jpg,57498,171,27,16
zvp3UMvIYJk,What Inspires the 2014 AD100?,2015-08-04T20:40:32.000Z,https://i.ytimg.com/vi/zvp3UMvIYJk/default.jpg,296,3,0,0
5Geyee_agvw,"ADVERTISEMENT: Jenn-Air Master Class Series Best in Show, Architectural Digest Home Design Show 2014",2015-08-04T20:15:26.000Z,https://i.ytimg.com/vi/5Geyee_agvw/default.jpg,4502,29,2,0
UZ4Q58vZzYc,The Lincoln Reimagine Project,2015-08-04T20:00:00.000Z,https://i.ytimg.com/vi/UZ4Q58vZzYc/default.jpg,243,3,0,1
8jHpUmEga1g,Behind the Scenes of Ellen Pompeo’s AD Cover Shoot,2015-08-04T19:59:25.000Z,https://i.ytimg.com/vi/8jHpUmEga1g/default.jpg,24884,319,4,3
OxASmHchjgo,Bette Midler on Her Passion for Rebuilding Community Gardens,2015-08-04T19:56:58.000Z,https://i.ytimg.com/vi/OxASmHchjgo/default.jpg,18049,323,6,21
SDgi6Bfkrwo,"2014 Marvin Architects Challenge – Part I ""The Winning Design""",2015-08-04T19:55:26.000Z,https://i.ytimg.com/vi/SDgi6Bfkrwo/default.jpg,6372,54,0,0
Hbhfmy2JdfQ,ADVERTISEMENT: Nourison Carpet at the Architectural Digest Home Design Show,2015-08-04T19:52:18.000Z,https://i.ytimg.com/vi/Hbhfmy2JdfQ/default.jpg,488,3,1,0
KRZYvN9Hel0,Porsche Profiles in Design Duality – Bunny Lane,2015-08-04T19:49:17.000Z,https://i.ytimg.com/vi/KRZYvN9Hel0/default.jpg,21508,192,10,7
IOU7RuStrLQ,"ADVERTISEMENT: Porsche Profiles in Design Duality – Bunny Lane, Design Tour",2015-08-04T19:48:46.000Z,https://i.ytimg.com/vi/IOU7RuStrLQ/default.jpg,3647,46,2,0
Rm9sk99WeXA,"Porsche Profiles in Design Duality – Former Church, Meet the Architect",2015-08-04T19:47:22.000Z,https://i.ytimg.com/vi/Rm9sk99WeXA/default.jpg,8080,63,5,2
-GuGYGGZ6mM,Find Out What Inspires Set Designer Stefan Beckman,2015-08-04T19:47:08.000Z,https://i.ytimg.com/vi/-GuGYGGZ6mM/default.jpg,1026,20,0,0
wdpkbA9jqX4,Chefs and Designers Dish About Their Ideal Kitchens,2015-08-04T19:37:47.000Z,https://i.ytimg.com/vi/wdpkbA9jqX4/default.jpg,3180,21,3,0
2NgMnj--MFI,Jenn-Air: A Focus on Craftsmanship,2015-08-04T19:30:40.000Z,https://i.ytimg.com/vi/2NgMnj--MFI/default.jpg,599,4,0,0
yRdDKgITAfc,Jenn-Air: Everyday Luxury,2015-08-04T19:29:51.000Z,https://i.ytimg.com/vi/yRdDKgITAfc/default.jpg,619,3,0,0
jyENIfsaa2Y,Jenn-Air: Timeless Design,2015-08-04T19:29:28.000Z,https://i.ytimg.com/vi/jyENIfsaa2Y/default.jpg,512,4,0,0
gZlSs2wB6NI,Behind the Scenes at DIFFA’s Dining By Design,2015-08-04T19:25:17.000Z,https://i.ytimg.com/vi/gZlSs2wB6NI/default.jpg,615,7,1,0
2la6AhrtnQ4,Margaret Russell’s Keynote Speech at the 2015 Architectural Digest Home Design Show,2015-08-04T19:26:20.000Z,https://i.ytimg.com/vi/2la6AhrtnQ4/default.jpg,483,5,0,0
D5lY3UPRLuc,Highlights from the Architectural Digest Home Design Show,2015-08-04T19:23:35.000Z,https://i.ytimg.com/vi/D5lY3UPRLuc/default.jpg,1258,10,0,0
zA4Jp5fU924,See How the Striking Tablescapes for DIFFA’s 2015 Dining By Design Event Were Made,2015-08-04T19:19:11.000Z,https://i.ytimg.com/vi/zA4Jp5fU924/default.jpg,4678,44,1,0
RfHybpJzevc,Hal Rubenstein at the 2015 Architectural Digest Home Design Show,2015-08-04T19:18:12.000Z,https://i.ytimg.com/vi/RfHybpJzevc/default.jpg,3828,24,1,0
WlCk9lIZo7o,"Digital Wave Study, 2015",2015-08-04T19:00:29.000Z,https://i.ytimg.com/vi/WlCk9lIZo7o/default.jpg,554,8,0,0
XM9-y6_XkA8,Inside Christopher Spitzmiller’s Hudson Valley Farmhouse | Architectural Digest,2015-08-04T18:57:51.000Z,https://i.ytimg.com/vi/XM9-y6_XkA8/default.jpg,73169,591,9,20
eJRvijqL8S4,Brian Sawyer’s Video Diary of the English Countryside,2015-08-04T18:22:11.000Z,https://i.ytimg.com/vi/eJRvijqL8S4/default.jpg,9536,93,0,0
87XWHgl8AmA,Miu Miu Club,2015-08-04T18:20:13.000Z,https://i.ytimg.com/vi/87XWHgl8AmA/default.jpg,658,6,0,1
87Bl-tdnCrs,David Rockwell’s Design for the 2014 Architectural Digest Greenroom at the Oscars®,2015-08-04T18:17:31.000Z,https://i.ytimg.com/vi/87Bl-tdnCrs/default.jpg,15476,76,1,3
6VP1SwozzUI,From Dream to Kitchen - Part 2,2015-05-20T22:07:20.000Z,https://i.ytimg.com/vi/6VP1SwozzUI/default.jpg,3982,19,2,0
qbL9ZPiwDYY,From Dream to Kitchen - Part 1,2015-05-20T22:07:15.000Z,https://i.ytimg.com/vi/qbL9ZPiwDYY/default.jpg,2979,22,4,1
RC7qqbIYkqk,"AD Visits: Havana, Cuba",2015-04-13T14:54:20.000Z,https://i.ytimg.com/vi/RC7qqbIYkqk/default.jpg,21986,234,4,13
MFemKK4OmBA,Jenn-Air: Principles of Lighting in the Kitchen,2015-03-12T17:20:38.000Z,https://i.ytimg.com/vi/MFemKK4OmBA/default.jpg,1553,6,2,0
vfL8O4KCNEM,Behind the Scenes of the 2015 Architectural Digest Oscar® Greenroom,2015-02-21T14:22:14.000Z,https://i.ytimg.com/vi/vfL8O4KCNEM/default.jpg,19570,106,9,1
8wwON2ll1p0,Inside Neil Patrick Harris's Home That Has a Secret Magic Office | Architectural Digest,2015-02-03T19:03:37.000Z,https://i.ytimg.com/vi/8wwON2ll1p0/default.jpg,1951598,14703,808,834
0XGUOzPWasA,Neil Patrick Harris on Hosting the Oscars®,2015-02-03T19:01:31.000Z,https://i.ytimg.com/vi/0XGUOzPWasA/default.jpg,14540,53,1,1
R-LeFMXfFUw,Inside John Legend and Chrissy Teigen’s NYC Home | Architectural Digest,2015-01-07T14:51:08.000Z,https://i.ytimg.com/vi/R-LeFMXfFUw/default.jpg,4147741,25659,1126,656
Lww2m4HH-OM,Jenn-Air Presents Westedge 2014: Best in Show,2014-12-22T17:34:58.000Z,https://i.ytimg.com/vi/Lww2m4HH-OM/default.jpg,2009,18,0,1
uJukW1sFTP0,Shell – The Power of Potential,2014-12-15T16:44:45.000Z,https://i.ytimg.com/vi/uJukW1sFTP0/default.jpg,895,18,1,0
zcrsQfZnvPk,Shell – The Power of Community,2014-12-15T16:40:09.000Z,https://i.ytimg.com/vi/zcrsQfZnvPk/default.jpg,735,9,0,1
zW0apUZAf9g,Shell – The Power of Innovation,2014-12-15T16:33:09.000Z,https://i.ytimg.com/vi/zW0apUZAf9g/default.jpg,2568,34,1,0
aNEdFoFeACI,Nest Presents: MAKING A HOUSE A HOME,2014-11-06T15:35:42.000Z,https://i.ytimg.com/vi/aNEdFoFeACI/default.jpg,4768,13,6,0
PGpU0TsW_5M,Ellen Pompeo Gives a House Tour of Her Home With Martyn Lawrence Bullard | Architectural Digest,2014-10-29T16:00:00.000Z,https://i.ytimg.com/vi/PGpU0TsW_5M/default.jpg,4397026,43928,762,710
zneQkfVlJP0,Nest Presents: MAKING A HOUSE A HOME,2014-10-29T15:36:06.000Z,https://i.ytimg.com/vi/zneQkfVlJP0/default.jpg,5481,27,1,0
Z0rM-eyNiDU,Inside Patrick Dempsey's Malibu Home Designed by Frank Gehry | Architectural Digest,2014-10-29T15:35:55.000Z,https://i.ytimg.com/vi/Z0rM-eyNiDU/default.jpg,3980406,45447,719,1040
87T-tLQzeUI,ADVERTISEMENT: GE Monogram: A Conversation on Craftsmanship,2014-06-30T14:15:38.000Z,https://i.ytimg.com/vi/87T-tLQzeUI/default.jpg,2075,9,0,0
A0dAl8MRwJU,"ADVERTISEMENT: Brizo, Judd Lord ""Travel + Inspiration: The Virage Collection""",2013-12-10T16:29:54.000Z,https://i.ytimg.com/vi/A0dAl8MRwJU/default.jpg,1580,6,0,0
9Ruzwr3nlNY,"ADVERTISEMENT: Brizo, John Finton ""Travel + Inspiration: Design with Meaning""",2013-12-10T16:30:19.000Z,https://i.ytimg.com/vi/9Ruzwr3nlNY/default.jpg,1447,9,0,0
P54P8tY_UkE,Promotion: Finding Inspiration: Travel & Design,2013-11-22T19:58:18.000Z,https://i.ytimg.com/vi/P54P8tY_UkE/default.jpg,4670,41,2,0
mfZtyZJWbP0,Promotion: Behind the Scenes with the Best in Show Winner of the Marvin,2013-09-20T18:40:16.000Z,https://i.ytimg.com/vi/mfZtyZJWbP0/default.jpg,8865,65,1,0
0f4LhcrrNK0,Promotion: Best in Show Winner of the Marvin Architect's Challenge,2013-09-04T21:26:28.000Z,https://i.ytimg.com/vi/0f4LhcrrNK0/default.jpg,12578,103,2,2
hiIogj3JSBc,The Sky Deck at Delta Sky Club - Part 4: The Reveal,2013-08-05T14:46:10.000Z,https://i.ytimg.com/vi/hiIogj3JSBc/default.jpg,8524,35,1,2
dduz8OKkXcE,Promotion: GE Monogram Opens Design Center in Chicago,2013-07-18T22:25:54.000Z,https://i.ytimg.com/vi/dduz8OKkXcE/default.jpg,2481,16,1,0
P8OV4ohqzDo,Promotion: The Cultural Wonders of Ottawa,2013-07-11T17:33:54.000Z,https://i.ytimg.com/vi/P8OV4ohqzDo/default.jpg,1785,14,0,0
mHGns4uyC94,Promotion: Design Destinations of Ontario,2013-07-11T17:34:10.000Z,https://i.ytimg.com/vi/mHGns4uyC94/default.jpg,2103,9,2,0
qRSGonn6tgM,Aerin Lauder's Debut Home Collection,2015-08-04T21:17:32.000Z,https://i.ytimg.com/vi/qRSGonn6tgM/default.jpg,48675,334,9,13
59g3V1tLN5o,Master Class Series: Architectural Digest Home Design Show Best in Show: Authenticity in Design,2013-07-09T13:21:38.000Z,https://i.ytimg.com/vi/59g3V1tLN5o/default.jpg,3166,14,1,0
HBcJ6nPVpwo,Master Class Series: Architectural Digest Home Design Show Best in Show: Modern Meets Classic,2013-07-09T13:21:34.000Z,https://i.ytimg.com/vi/HBcJ6nPVpwo/default.jpg,13386,44,0,3
TsaFNEhq1yk,Master Class Series: Architectural Digest Home Design Show Taste & Technology Panel,2013-07-09T13:21:26.000Z,https://i.ytimg.com/vi/TsaFNEhq1yk/default.jpg,1036,14,1,0
7qPV-mYyLSU,Master Class Series: Architectural Digest Home Design Show The New York Times Panel: Color & Texture,2013-07-09T13:21:17.000Z,https://i.ytimg.com/vi/7qPV-mYyLSU/default.jpg,36009,185,13,2
gBijl-gLKbw,Master Class Series: Architectural Digest Home Design Show The New Casual Luxury Panel,2013-07-09T13:21:11.000Z,https://i.ytimg.com/vi/gBijl-gLKbw/default.jpg,1777,16,2,0
bP6Ke_7rM2c,Promotion: The Vibrant City of Toronto,2013-07-08T22:08:54.000Z,https://i.ytimg.com/vi/bP6Ke_7rM2c/default.jpg,12100,67,4,5
4e2BuyyQvLM,Summer Entertaining Ideas from Bronson van Wyck,2013-07-09T13:32:26.000Z,https://i.ytimg.com/vi/4e2BuyyQvLM/default.jpg,8974,38,3,4
ycRfljAqVl0,Ralph Rucci's Debut Furniture Collection,2013-07-09T13:30:24.000Z,https://i.ytimg.com/vi/ycRfljAqVl0/default.jpg,5584,41,0,2
eA5shEdJfEg,Katia and Marielle Labèque on Their Love of Italian Design,2013-07-09T13:29:10.000Z,https://i.ytimg.com/vi/eA5shEdJfEg/default.jpg,16574,145,3,8
IndOeoGVkpU,Inside John Legend and Chrissy Teigen’s Los Angeles Home | Celebrity Homes | Architectural Digest,2013-07-09T13:27:21.000Z,https://i.ytimg.com/vi/IndOeoGVkpU/default.jpg,1142469,6164,160,99
hG0VW3BOP5Y,Architect Richard Meier reflects on his firm's illustrious 50-year history,2013-07-09T13:25:34.000Z,https://i.ytimg.com/vi/hG0VW3BOP5Y/default.jpg,29722,291,7,13
fRpJictgIWQ,Decorator Vicente Wolf's Design Process,2013-07-09T13:24:12.000Z,https://i.ytimg.com/vi/fRpJictgIWQ/default.jpg,13458,106,1,9
ZcBunuEkQkI,Promotion: GE Monogram® Headlines the AD Oasis During Art Basel Miami Beach,2013-05-07T15:58:53.000Z,https://i.ytimg.com/vi/ZcBunuEkQkI/default.jpg,814,6,1,1
Xz6AcTqSmcg,Promotion: GE Monogram® Beverage Center,2013-05-07T15:58:47.000Z,https://i.ytimg.com/vi/Xz6AcTqSmcg/default.jpg,991,7,0,1
d0KK_qDZWXo,Promotion: GE Monogram® Fully Integrated Glass-Door Refrigerator,2013-05-07T15:58:43.000Z,https://i.ytimg.com/vi/d0KK_qDZWXo/default.jpg,6003,21,3,1
7SmhQcpDGLI,"Promotion: GE Monogram® 36"" Induction Cooktop",2013-05-07T15:58:38.000Z,https://i.ytimg.com/vi/7SmhQcpDGLI/default.jpg,3921,10,1,1
TsqR7HA0Vpc,Inside Project Runway Judge Nina Garcia’s Manhattan Apartment | Celebrity Homes | Arch Digest,2013-02-13T18:29:59.000Z,https://i.ytimg.com/vi/TsqR7HA0Vpc/default.jpg,467697,2118,124,104
rA-YUZXlyC4,Nate Berkus Discusses His Approach to Interiors | Interior Design | Architectural Digest,2013-02-01T01:12:32.000Z,https://i.ytimg.com/vi/rA-YUZXlyC4/default.jpg,57237,347,6,17
jvsxoHOQtzw,The Sky Deck at Delta Sky Club - Part 3: Fixtures & Furnishings,2013-01-17T23:23:20.000Z,https://i.ytimg.com/vi/jvsxoHOQtzw/default.jpg,1556,8,0,0
r-V71As2FIU,Nate Berkus on Living in New York and Chicago,2013-01-11T21:23:40.000Z,https://i.ytimg.com/vi/r-V71As2FIU/default.jpg,30192,172,25,22
Mgig8iUXjvg,Inside the 2012 Oscars® Greenroom,2012-11-21T18:36:21.000Z,https://i.ytimg.com/vi/Mgig8iUXjvg/default.jpg,1073,-99,-99,-99
70fCZ2ZbgX0,Inside the 2011 Oscars® Greenroom,2012-11-21T18:32:51.000Z,https://i.ytimg.com/vi/70fCZ2ZbgX0/default.jpg,1130,-99,-99,-99
tblyr5qdETY,AD Innovators - Part 3: Design Revolution,2012-11-21T18:28:27.000Z,https://i.ytimg.com/vi/tblyr5qdETY/default.jpg,293,-99,-99,-99
ItEsaEmkmRk,Inside the 2009 Oscars® Greenroom,2012-11-21T17:43:23.000Z,https://i.ytimg.com/vi/ItEsaEmkmRk/default.jpg,932,-99,-99,-99
6pOnJh7XlO0,Nate Berkus Renovates His Dream Home in NYC | Celebrity Homes | Architectural Digest,2012-11-12T15:35:41.000Z,https://i.ytimg.com/vi/6pOnJh7XlO0/default.jpg,482525,2829,91,68
XJk3StA0kog,ADVERTISEMENT: Initial Designs Revealed for the Sky Deck at Delta Sky Club,2012-11-12T15:08:56.000Z,https://i.ytimg.com/vi/XJk3StA0kog/default.jpg,2356,10,0,1
yXhh98tO_uM,Johns Hopkins Hospital's Artful New Building,2012-11-09T18:06:33.000Z,https://i.ytimg.com/vi/yXhh98tO_uM/default.jpg,2740,9,0,2
pQhdQo_DtM4,Promotion: Trends Affecting Urban Planning,2012-11-09T18:01:39.000Z,https://i.ytimg.com/vi/pQhdQo_DtM4/default.jpg,2846,25,0,1
BpiplmjWFgI,ADVERTISEMENT: Delta’s Sky Deck Lead Designer Thom Filicia,2012-10-22T20:18:25.000Z,https://i.ytimg.com/vi/BpiplmjWFgI/default.jpg,4925,20,0,1
HW50E_Zxd2c,Home of the Brave: FDNY’s Marine Company 1 Firehouse,2012-06-20T21:36:23.000Z,https://i.ytimg.com/vi/HW50E_Zxd2c/default.jpg,34752,242,9,17
dn1EBSQkxTw,2012 AD100: How Do You Know When a Project Is Complete?,2012-06-20T21:24:38.000Z,https://i.ytimg.com/vi/dn1EBSQkxTw/default.jpg,1842,15,0,1
5qCw8TjtejU,2012 AD100: What Is Your Style?,2012-06-20T21:16:12.000Z,https://i.ytimg.com/vi/5qCw8TjtejU/default.jpg,1472,11,0,1
4w39Ggk0mH0,2012 AD100: How Do Your Clients Influence Your Work?,2012-06-20T21:12:35.000Z,https://i.ytimg.com/vi/4w39Ggk0mH0/default.jpg,1008,5,0,0
lYfiSLyBlDI,2012 AD100: How Do You Begin a Project?,2012-06-20T21:11:37.000Z,https://i.ytimg.com/vi/lYfiSLyBlDI/default.jpg,1089,7,0,0
YJgnWMn_FfM,2012 AD100: When Do You Say Yes to a Project?,2012-06-20T21:09:41.000Z,https://i.ytimg.com/vi/YJgnWMn_FfM/default.jpg,1463,11,0,1
hSDvl5OPGrw,2012 AD100 – Part 2: The Party,2012-06-18T15:23:38.000Z,https://i.ytimg.com/vi/hSDvl5OPGrw/default.jpg,1498,9,0,1
pdtpHFWHtqE,2012 AD100 – Part 1: The Preparations,2012-02-16T20:20:50.000Z,https://i.ytimg.com/vi/pdtpHFWHtqE/default.jpg,2192,13,1,2
SOtTXBIHGRM,The Architectural Digest Greenroom at the 2010 Oscars®,2010-11-01T15:36:32.000Z,https://i.ytimg.com/vi/SOtTXBIHGRM/default.jpg,2746,24,5,6
O1_TTHWci3Q,Incoming Editor-in-Chief Margaret Russell on the Oval Office makeover,2010-09-01T16:26:11.000Z,https://i.ytimg.com/vi/O1_TTHWci3Q/default.jpg,7277,26,3,14
